WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1548.320;-5.73;-66.38;-66.17;-65.77;-52.22
1548.330;-5.73;-66.38;-66.17;-65.77;-52.21
1548.340;-5.72;-66.39;-66.18;-65.78;-52.24
1548.350;-5.73;-66.38;-66.17;-65.77;-52.37
1548.360;-5.73;-66.38;-66.17;-65.77;-52.40
1548.370;-5.73;-66.38;-66.17;-65.77;-52.47
1548.380;-5.73;-66.38;-66.17;-65.77;-52.57
1548.390;-5.73;-66.38;-66.17;-65.77;-52.54
1548.400;-5.73;-66.38;-66.17;-65.77;-52.59
1548.410;-5.73;-66.38;-66.17;-65.77;-52.64
1548.420;-5.73;-66.38;-66.17;-65.77;-52.84
1548.430;-5.73;-66.38;-66.17;-65.77;-52.87
1548.440;-5.73;-66.38;-66.17;-65.77;-53.07
1548.450;-5.73;-66.38;-66.17;-65.77;-53.04
1548.460;-5.73;-66.38;-66.17;-65.77;-53.09
1548.470;-5.74;-66.37;-66.16;-65.76;-53.19
1548.480;-5.72;-66.39;-66.17;-65.78;-53.29
1548.490;-5.73;-66.38;-66.17;-65.78;-53.29
1548.500;-5.73;-66.38;-66.17;-65.77;-53.34
1548.510;-5.73;-66.38;-66.17;-65.77;-53.56
1548.520;-5.74;-66.37;-66.16;-65.77;-53.51
1548.530;-5.75;-66.36;-66.15;-65.76;-53.67
1548.540;-5.74;-66.37;-66.16;-65.77;-53.65
1548.550;-5.73;-66.38;-66.17;-65.77;-53.76
1548.560;-5.73;-66.38;-66.17;-65.77;-53.72
1548.570;-5.73;-66.38;-66.17;-65.77;-53.83
1548.580;-5.74;-66.37;-66.16;-65.77;-53.97
1548.590;-5.75;-66.36;-66.15;-65.76;-54.07
1548.600;-5.73;-66.38;-66.16;-65.77;-54.16
1548.610;-5.73;-66.38;-66.17;-65.78;-53.99
1548.620;-5.75;-66.36;-66.15;-65.76;-54.22
1548.630;-5.75;-66.36;-66.15;-65.76;-54.29
1548.640;-5.74;-66.37;-66.16;-65.77;-54.29
1548.650;-5.74;-66.37;-66.16;-65.76;-54.34
1548.660;-5.73;-66.38;-66.16;-65.77;-54.44
1548.670;-5.75;-66.36;-66.15;-65.76;-54.53
1548.680;-5.76;-66.35;-66.14;-65.74;-54.56
1548.690;-5.74;-66.37;-66.16;-65.77;-54.64
1548.700;-5.76;-66.35;-66.14;-65.75;-54.66
1548.710;-5.76;-66.35;-66.14;-65.75;-54.61
1548.720;-5.75;-66.36;-66.15;-65.76;-54.81
1548.730;-5.77;-66.34;-66.13;-65.74;-54.82
1548.740;-5.76;-66.35;-66.14;-65.75;-54.99
1548.750;-5.74;-66.37;-66.16;-65.77;-55.04
1548.760;-5.76;-66.35;-66.14;-65.75;-55.11
1548.770;-5.75;-66.36;-66.14;-65.75;-55.15
1548.780;-5.76;-66.35;-66.13;-65.75;-55.37
1548.790;-5.77;-66.34;-66.13;-65.74;-55.48
1548.800;-5.77;-66.34;-66.13;-65.74;-55.48
1548.810;-5.76;-66.35;-66.14;-65.75;-55.72
1548.820;-5.76;-66.35;-66.14;-65.75;-55.82
1548.830;-5.75;-66.36;-66.14;-65.76;-55.93
1548.840;-5.75;-66.36;-66.15;-65.76;-56.01
1548.850;-5.77;-66.34;-66.13;-65.74;-56.07
1548.860;-5.77;-66.34;-66.13;-65.74;-56.16
1548.870;-5.77;-66.34;-66.12;-65.74;-56.30
1548.880;-5.80;-66.31;-66.10;-65.72;-56.37
1548.890;-5.78;-66.33;-66.12;-65.74;-56.47
1548.900;-5.78;-66.33;-66.11;-65.73;-56.56
1548.910;-5.79;-66.32;-66.11;-65.73;-56.68
1548.920;-5.79;-66.32;-66.11;-65.73;-56.79
1548.930;-5.79;-66.32;-66.11;-65.73;-56.89
1548.940;-5.80;-66.31;-66.10;-65.72;-57.05
1548.950;-5.78;-66.33;-66.12;-65.74;-57.21
1548.960;-5.77;-66.34;-66.13;-65.75;-57.34
1548.970;-5.77;-66.34;-66.13;-65.74;-57.43
1548.980;-5.80;-66.31;-66.09;-65.71;-57.50
1548.990;-5.80;-66.31;-66.09;-65.71;-57.67
1549.000;-5.78;-66.33;-66.12;-65.73;-57.82
1549.010;-5.77;-66.34;-66.13;-65.75;-57.95
1549.020;-5.79;-66.32;-66.11;-65.73;-58.20
1549.030;-5.80;-66.31;-66.10;-65.71;-58.07
1549.040;-5.78;-66.33;-66.12;-65.74;-58.24
1549.050;-5.79;-66.32;-66.11;-65.73;-58.37
1549.060;-5.79;-66.32;-66.10;-65.72;-58.45
1549.070;-5.76;-66.35;-66.14;-65.76;-58.58
1549.080;-5.80;-66.31;-66.09;-65.71;-58.67
1549.090;-5.77;-66.34;-66.13;-65.75;-58.93
1549.100;-5.77;-66.34;-66.13;-65.75;-58.98
1549.110;-5.78;-66.33;-66.12;-65.74;-59.03
1549.120;-5.77;-66.34;-66.12;-65.74;-59.14
1549.130;-5.77;-66.34;-66.13;-65.75;-59.15
1549.140;-5.77;-66.34;-66.13;-65.75;-59.30
1549.150;-5.78;-66.33;-66.12;-65.74;-59.28
1549.160;-5.76;-66.35;-66.13;-65.76;-59.34
1549.170;-5.78;-66.33;-66.12;-65.74;-59.32
1549.180;-5.77;-66.34;-66.13;-65.75;-59.47
1549.190;-5.77;-66.34;-66.13;-65.75;-59.49
1549.200;-5.79;-66.32;-66.11;-65.73;-59.51
1549.210;-5.80;-66.31;-66.10;-65.72;-59.70
1549.220;-5.79;-66.32;-66.11;-65.73;-59.70
1549.230;-5.80;-66.31;-66.10;-65.72;-59.79
1549.240;-5.78;-66.33;-66.12;-65.74;-59.85
1549.250;-5.77;-66.34;-66.13;-65.75;-59.81
1549.260;-5.79;-66.32;-66.11;-65.73;-59.74
1549.270;-5.78;-66.33;-66.12;-65.74;-59.82
1549.280;-5.77;-66.34;-66.13;-65.75;-59.75
1549.290;-5.79;-66.32;-66.11;-65.73;-59.73
1549.300;-5.78;-66.33;-66.12;-65.74;-59.73
1549.310;-5.78;-66.33;-66.11;-65.73;-59.68
1549.320;-5.77;-66.34;-66.13;-65.75;-59.59
1549.330;-5.77;-66.34;-66.13;-65.75;-59.57
1549.340;-5.77;-66.34;-66.13;-65.75;-59.39
1549.350;-5.77;-66.34;-66.13;-65.75;-59.18
1549.360;-5.75;-66.36;-66.15;-65.76;-59.14
1549.370;-5.77;-66.34;-66.13;-65.75;-58.96
1549.380;-5.77;-66.34;-66.13;-65.75;-58.64
1549.390;-5.77;-66.34;-66.13;-65.75;-58.49
1549.400;-5.79;-66.33;-66.11;-65.73;-58.43
1549.410;-5.79;-66.32;-66.11;-65.72;-58.31
1549.420;-5.80;-66.31;-66.10;-65.72;-58.17
1549.430;-5.77;-66.34;-66.13;-65.75;-58.14
1549.440;-5.79;-66.32;-66.11;-65.73;-58.01
1549.450;-5.80;-66.31;-66.10;-65.72;-57.87
1549.460;-5.80;-66.32;-66.10;-65.72;-57.82
1549.470;-5.80;-66.31;-66.10;-65.71;-57.81
1549.480;-5.79;-66.32;-66.11;-65.73;-57.69
1549.490;-5.80;-66.31;-66.10;-65.71;-57.63
1549.500;-5.80;-66.31;-66.10;-65.71;-57.32
1549.510;-5.80;-66.31;-66.10;-65.71;-57.23
1549.520;-5.81;-66.30;-66.09;-65.70;-57.19
1549.530;-5.81;-66.30;-66.09;-65.71;-57.08
1549.540;-5.77;-66.34;-66.13;-65.74;-56.97
1549.550;-5.80;-66.31;-66.10;-65.71;-56.84
1549.560;-5.80;-66.31;-66.10;-65.71;-56.76
1549.570;-5.79;-66.32;-66.11;-65.72;-56.60
1549.580;-5.80;-66.31;-66.10;-65.71;-56.40
1549.590;-5.80;-66.31;-66.10;-65.71;-56.25
1549.600;-5.80;-66.31;-66.10;-65.71;-56.15
1549.610;-5.79;-66.33;-66.11;-65.73;-55.96
1549.620;-5.81;-66.30;-66.09;-65.70;-55.99
1549.630;-5.80;-66.31;-66.10;-65.71;-55.85
1549.640;-5.80;-66.31;-66.10;-65.71;-55.76
1549.650;-5.81;-66.30;-66.09;-65.70;-55.63
1549.660;-5.79;-66.32;-66.11;-65.72;-55.32
1549.670;-5.82;-66.29;-66.08;-65.69;-55.29
1549.680;-5.80;-66.31;-66.10;-65.71;-55.20
1549.690;-5.80;-66.31;-66.10;-65.71;-55.02
1549.700;-5.82;-66.30;-66.09;-65.70;-54.90
1549.710;-5.81;-66.30;-66.09;-65.70;-54.79
1549.720;-5.80;-66.31;-66.10;-65.71;-54.71
1549.730;-5.80;-66.31;-66.10;-65.71;-54.68
1549.740;-5.80;-66.31;-66.10;-65.71;-54.49
1549.750;-5.80;-66.31;-66.10;-65.71;-54.45
1549.760;-5.82;-66.30;-66.09;-65.70;-54.39
1549.770;-5.81;-66.31;-66.09;-65.70;-54.22
1549.780;-5.80;-66.31;-66.10;-65.71;-54.17
1549.790;-5.82;-66.29;-66.08;-65.69;-54.16
1549.800;-5.82;-66.30;-66.08;-65.70;-53.87
1549.810;-5.82;-66.29;-66.08;-65.69;-53.83
1549.820;-5.84;-66.27;-66.06;-65.67;-53.73
1549.830;-5.81;-66.30;-66.09;-65.70;-53.69
1549.840;-5.80;-66.31;-66.10;-65.71;-53.67
1549.850;-5.82;-66.29;-66.08;-65.69;-53.50
1549.860;-5.81;-66.30;-66.09;-65.70;-53.40
1549.870;-5.82;-66.29;-66.08;-65.69;-53.32
1549.880;-5.82;-66.29;-66.08;-65.69;-53.24
1549.890;-5.82;-66.29;-66.08;-65.69;-53.09
1549.900;-5.82;-66.29;-66.08;-65.69;-52.80
1549.910;-5.82;-66.29;-66.08;-65.69;-52.85
1549.920;-5.82;-66.30;-66.09;-65.69;-52.84
1549.930;-5.81;-66.30;-66.09;-65.70;-52.56
1549.940;-5.82;-66.29;-66.08;-65.69;-52.54
1549.950;-5.81;-66.31;-66.10;-65.70;-52.43
1549.960;-5.80;-66.31;-66.10;-65.71;-52.28
1549.970;-5.82;-66.29;-66.08;-65.69;-52.25
1549.980;-5.82;-66.30;-66.09;-65.69;-52.17
1549.990;-5.81;-66.30;-66.09;-65.70;-52.02
1550.000;-5.82;-66.29;-66.08;-65.69;-51.87
1550.010;-5.81;-66.31;-66.10;-65.70;-51.93
1550.020;-5.82;-66.29;-66.08;-65.69;-51.85
1550.030;-5.82;-66.29;-66.08;-65.69;-51.71
1550.040;-5.82;-66.30;-66.09;-65.70;-51.59
1550.050;-5.80;-66.31;-66.10;-65.71;-51.54
1550.060;-5.82;-66.30;-66.09;-65.69;-51.50
1550.070;-5.81;-66.31;-66.10;-65.71;-51.42
1550.080;-5.80;-66.31;-66.10;-65.71;-51.28
1550.090;-5.80;-66.31;-66.10;-65.71;-51.11
1550.100;-5.80;-66.31;-66.10;-65.71;-51.14
1550.110;-5.82;-66.30;-66.09;-65.70;-51.09
1550.120;-5.81;-66.31;-66.10;-65.70;-50.99
1550.130;-5.79;-66.33;-66.12;-65.72;-50.92
1550.140;-5.80;-66.31;-66.10;-65.71;-50.92
1550.150;-5.80;-66.32;-66.11;-65.71;-50.68
1550.160;-5.79;-66.32;-66.11;-65.72;-50.67
1550.170;-5.80;-66.31;-66.10;-65.71;-50.60
1550.180;-5.80;-66.31;-66.10;-65.71;-50.56
1550.190;-5.80;-66.31;-66.10;-65.71;-50.54
1550.200;-5.80;-66.31;-66.10;-65.71;-50.34
1550.210;-5.80;-66.31;-66.10;-65.71;-50.31
1550.220;-5.81;-66.31;-66.09;-65.70;-50.19
1550.230;-5.81;-66.31;-66.10;-65.70;-50.12
1550.240;-5.79;-66.33;-66.12;-65.72;-50.03
1550.250;-5.80;-66.32;-66.10;-65.71;-49.93
1550.260;-5.80;-66.32;-66.10;-65.71;-49.89
1550.270;-5.80;-66.32;-66.10;-65.71;-49.80
1550.280;-5.80;-66.32;-66.10;-65.71;-49.74
1550.290;-5.83;-66.29;-66.08;-65.69;-49.58
1550.300;-5.81;-66.31;-66.10;-65.70;-49.55
1550.310;-5.82;-66.30;-66.09;-65.69;-49.54
1550.320;-5.80;-66.32;-66.10;-65.71;-49.49
1550.330;-5.80;-66.32;-66.10;-65.71;-49.36
1550.340;-5.80;-66.32;-66.10;-65.71;-49.36
1550.350;-5.80;-66.32;-66.10;-65.71;-49.26
1550.360;-5.80;-66.32;-66.10;-65.71;-49.24
1550.370;-5.82;-66.30;-66.09;-65.69;-49.25
1550.380;-5.82;-66.30;-66.09;-65.69;-49.10
1550.390;-5.82;-66.30;-66.09;-65.69;-49.09
1550.400;-5.83;-66.29;-66.08;-65.68;-48.94
1550.410;-5.84;-66.28;-66.07;-65.67;-48.90
1550.420;-5.83;-66.30;-66.08;-65.69;-48.86
1550.430;-5.82;-66.30;-66.09;-65.69;-48.77
1550.440;-5.84;-66.28;-66.07;-65.68;-48.68
1550.450;-5.82;-66.30;-66.09;-65.69;-48.63
1550.460;-5.83;-66.29;-66.08;-65.68;-48.53
1550.470;-5.87;-66.26;-66.04;-65.65;-48.46
1550.480;-5.85;-66.28;-66.06;-65.67;-48.46
1550.490;-5.88;-66.24;-66.03;-65.64;-48.29
1550.500;-5.86;-66.26;-66.05;-65.65;-48.31
1550.510;-5.86;-66.26;-66.05;-65.66;-48.29
1550.520;-5.87;-66.25;-66.04;-65.65;-48.20
1550.530;-5.87;-66.26;-66.05;-65.65;-48.18
1550.540;-5.81;-66.31;-66.10;-65.70;-48.16
1550.550;-5.86;-66.26;-66.05;-65.66;-48.02
1550.560;-5.85;-66.28;-66.06;-65.67;-48.16
1550.570;-5.87;-66.25;-66.04;-65.64;-48.07
1550.580;-5.87;-66.25;-66.04;-65.65;-47.97
1550.590;-5.88;-66.25;-66.03;-65.64;-47.94
1550.600;-5.88;-66.25;-66.03;-65.64;-47.86
1550.610;-5.90;-66.23;-66.01;-65.62;-47.83
1550.620;-5.89;-66.23;-66.02;-65.62;-47.78
1550.630;-5.87;-66.25;-66.04;-65.64;-47.78
1550.640;-5.87;-66.26;-66.04;-65.65;-47.77
1550.650;-5.85;-66.27;-66.06;-65.66;-47.66
1550.660;-5.86;-66.27;-66.06;-65.66;-47.70
1550.670;-5.88;-66.25;-66.03;-65.64;-47.61
1550.680;-5.88;-66.25;-66.04;-65.64;-47.60
1550.690;-5.87;-66.26;-66.05;-65.65;-47.60
1550.700;-5.88;-66.25;-66.03;-65.64;-47.60
1550.710;-5.88;-66.25;-66.04;-65.64;-47.52
1550.720;-5.88;-66.25;-66.04;-65.64;-47.46
1550.730;-5.88;-66.25;-66.04;-65.64;-47.38
1550.740;-5.86;-66.27;-66.06;-65.66;-47.30
1550.750;-5.86;-66.27;-66.06;-65.66;-47.38
1550.760;-5.88;-66.25;-66.04;-65.64;-47.38
1550.770;-5.88;-66.25;-66.04;-65.64;-47.34
1550.780;-5.88;-66.25;-66.04;-65.64;-47.25
1550.790;-5.88;-66.25;-66.04;-65.64;-47.19
1550.800;-5.88;-66.25;-66.04;-65.64;-47.08
1550.810;-5.88;-66.25;-66.04;-65.64;-47.08
1550.820;-5.88;-66.25;-66.04;-65.64;-47.11
1550.830;-5.85;-66.28;-66.06;-65.67;-47.05
1550.840;-5.88;-66.25;-66.04;-65.64;-46.94
1550.850;-5.88;-66.25;-66.03;-65.64;-46.94
1550.860;-5.88;-66.25;-66.03;-65.64;-46.85
1550.870;-5.87;-66.26;-66.04;-65.65;-46.89
1550.880;-5.87;-66.26;-66.04;-65.64;-46.86
1550.890;-5.85;-66.28;-66.06;-65.67;-46.84
1550.900;-5.86;-66.27;-66.05;-65.66;-46.74
1550.910;-5.88;-66.25;-66.04;-65.64;-46.83
1550.920;-5.84;-66.28;-66.07;-65.67;-46.81
1550.930;-5.85;-66.28;-66.06;-65.67;-46.73
1550.940;-5.87;-66.25;-66.04;-65.64;-46.64
1550.950;-5.85;-66.28;-66.06;-65.66;-46.71
1550.960;-5.84;-66.28;-66.07;-65.67;-46.63
1550.970;-5.88;-66.25;-66.03;-65.64;-46.63
1550.980;-5.86;-66.27;-66.05;-65.65;-46.57
1550.990;-5.87;-66.26;-66.04;-65.65;-46.51
1551.000;-5.87;-66.26;-66.04;-65.65;-46.43
1551.010;-5.85;-66.28;-66.06;-65.67;-46.47
1551.020;-5.88;-66.25;-66.03;-65.64;-46.40
1551.030;-5.86;-66.27;-66.05;-65.65;-46.34
1551.040;-5.86;-66.27;-66.05;-65.65;-46.28
1551.050;-5.87;-66.26;-66.04;-65.64;-46.25
1551.060;-5.87;-66.26;-66.04;-65.65;-46.29
1551.070;-5.86;-66.27;-66.05;-65.65;-46.19
1551.080;-5.88;-66.25;-66.03;-65.63;-46.25
1551.090;-5.86;-66.26;-66.05;-65.65;-46.18
1551.100;-5.87;-66.26;-66.04;-65.65;-46.14
1551.110;-5.88;-66.25;-66.03;-65.63;-46.14
1551.120;-5.87;-66.26;-66.04;-65.65;-46.10
1551.130;-5.86;-66.26;-66.05;-65.65;-46.06
1551.140;-5.88;-66.25;-66.03;-65.63;-46.12
1551.150;-5.84;-66.28;-66.06;-65.67;-45.89
1551.160;-5.86;-66.26;-66.05;-65.65;-45.94
1551.170;-5.88;-66.25;-66.03;-65.63;-45.89
1551.180;-5.87;-66.25;-66.03;-65.64;-45.74
1551.190;-5.88;-66.25;-66.03;-65.64;-45.78
1551.200;-5.88;-66.25;-66.03;-65.63;-45.84
1551.210;-5.86;-66.26;-66.04;-65.65;-45.94
1551.220;-5.88;-66.25;-66.03;-65.63;-45.78
1551.230;-5.87;-66.25;-66.03;-65.64;-45.71
1551.240;-5.86;-66.26;-66.04;-65.65;-45.69
1551.250;-5.86;-66.26;-66.04;-65.65;-45.61
1551.260;-5.88;-66.25;-66.03;-65.63;-45.75
1551.270;-5.86;-66.26;-66.04;-65.65;-45.59
1551.280;-5.87;-66.26;-66.04;-65.64;-45.61
1551.290;-5.89;-66.24;-66.02;-65.62;-45.50
1551.300;-5.89;-66.24;-66.02;-65.62;-45.48
1551.310;-5.89;-66.23;-66.01;-65.61;-45.46
1551.320;-5.90;-66.23;-66.01;-65.61;-45.50
1551.330;-5.88;-66.24;-66.02;-65.63;-45.41
1551.340;-5.89;-66.23;-66.01;-65.62;-45.41
1551.350;-5.89;-66.24;-66.01;-65.62;-45.36
1551.360;-5.89;-66.24;-66.02;-65.62;-45.36
1551.370;-5.88;-66.24;-66.02;-65.63;-45.36
1551.380;-5.92;-66.21;-65.99;-65.59;-45.26
1551.390;-5.90;-66.22;-66.00;-65.61;-45.20
1551.400;-5.92;-66.21;-65.98;-65.59;-45.15
1551.410;-5.92;-66.21;-65.98;-65.59;-45.21
1551.420;-5.90;-66.22;-66.00;-65.60;-45.17
1551.430;-5.90;-66.23;-66.00;-65.61;-45.11
1551.440;-5.92;-66.21;-65.98;-65.59;-45.12
1551.450;-5.88;-66.24;-66.02;-65.62;-45.08
1551.460;-5.89;-66.23;-66.01;-65.62;-45.04
1551.470;-5.90;-66.22;-66.00;-65.61;-44.98
1551.480;-5.90;-66.22;-66.00;-65.60;-44.95
1551.490;-5.91;-66.21;-65.99;-65.59;-45.05
1551.500;-5.90;-66.22;-66.00;-65.61;-44.90
1551.510;-5.88;-66.24;-66.02;-65.62;-44.90
1551.520;-5.91;-66.21;-65.99;-65.60;-44.93
1551.530;-5.92;-66.21;-65.98;-65.59;-44.86
1551.540;-5.89;-66.24;-66.01;-65.62;-44.84
1551.550;-5.91;-66.21;-65.99;-65.59;-44.74
1551.560;-5.90;-66.22;-66.00;-65.61;-44.75
1551.570;-5.90;-66.22;-65.99;-65.60;-44.73
1551.580;-5.94;-66.19;-65.96;-65.57;-44.67
1551.590;-5.93;-66.20;-65.97;-65.58;-44.73
1551.600;-5.90;-66.22;-65.99;-65.60;-44.72
1551.610;-5.93;-66.19;-65.97;-65.57;-44.62
1551.620;-5.92;-66.20;-65.98;-65.59;-44.68
1551.630;-5.90;-66.22;-66.00;-65.60;-44.66
1551.640;-5.92;-66.20;-65.98;-65.59;-44.66
1551.650;-5.91;-66.21;-65.99;-65.60;-44.62
1551.660;-5.90;-66.22;-66.00;-65.61;-44.63
1551.670;-5.93;-66.19;-65.97;-65.57;-44.64
1551.680;-5.92;-66.20;-65.98;-65.59;-44.60
1551.690;-5.91;-66.21;-65.99;-65.60;-44.59
1551.700;-5.94;-66.18;-65.96;-65.56;-44.50
1551.710;-5.90;-66.22;-66.00;-65.61;-44.53
1551.720;-5.88;-66.24;-66.02;-65.63;-44.53
1551.730;-5.91;-66.21;-65.98;-65.59;-44.52
1551.740;-5.88;-66.24;-66.02;-65.62;-44.54
1551.750;-5.90;-66.22;-66.00;-65.61;-44.51
1551.760;-5.90;-66.21;-65.99;-65.60;-44.45
1551.770;-5.92;-66.20;-65.98;-65.59;-44.45
1551.780;-5.90;-66.21;-65.99;-65.60;-44.40
1551.790;-5.93;-66.19;-65.97;-65.57;-44.30
1551.800;-5.90;-66.22;-66.00;-65.61;-44.28
1551.810;-5.91;-66.21;-65.99;-65.60;-44.16
1551.820;-5.92;-66.19;-65.97;-65.58;-44.17
1551.830;-5.90;-66.22;-66.00;-65.61;-44.19
1551.840;-5.91;-66.20;-65.98;-65.59;-44.20
1551.850;-5.93;-66.18;-65.96;-65.57;-44.05
1551.860;-5.90;-66.22;-66.00;-65.61;-44.12
1551.870;-5.89;-66.22;-66.00;-65.61;-43.98
1551.880;-5.92;-66.19;-65.97;-65.58;-43.95
1551.890;-5.91;-66.21;-65.99;-65.60;-43.94
1551.900;-5.92;-66.20;-65.98;-65.59;-43.89
1551.910;-5.92;-66.20;-65.98;-65.59;-43.98
1551.920;-5.90;-66.21;-66.00;-65.61;-43.90
1551.930;-5.90;-66.21;-65.99;-65.60;-43.77
1551.940;-5.91;-66.20;-65.98;-65.59;-43.85
1551.950;-5.89;-66.22;-66.01;-65.62;-43.75
1551.960;-5.91;-66.21;-65.99;-65.60;-43.71
1551.970;-5.92;-66.19;-65.98;-65.59;-43.73
1551.980;-5.92;-66.19;-65.98;-65.59;-43.73
1551.990;-5.92;-66.19;-65.98;-65.59;-43.64
1552.000;-5.91;-66.20;-65.98;-65.59;-43.55
1552.010;-5.92;-66.19;-65.98;-65.58;-43.46
1552.020;-5.95;-66.16;-65.94;-65.55;-43.50
1552.030;-5.94;-66.17;-65.96;-65.57;-43.53
1552.040;-5.90;-66.21;-65.99;-65.60;-43.42
1552.050;-5.93;-66.18;-65.96;-65.57;-43.33
1552.060;-5.91;-66.20;-65.98;-65.59;-43.33
1552.070;-5.91;-66.20;-65.98;-65.59;-43.32
1552.080;-5.92;-66.19;-65.98;-65.59;-43.26
1552.090;-5.95;-66.16;-65.94;-65.55;-43.20
1552.100;-5.90;-66.21;-65.99;-65.60;-43.24
1552.110;-5.95;-66.15;-65.94;-65.55;-43.27
1552.120;-5.94;-66.17;-65.95;-65.56;-43.24
1552.130;-5.92;-66.19;-65.98;-65.59;-43.19
1552.140;-5.92;-66.19;-65.98;-65.59;-43.20
1552.150;-5.93;-66.17;-65.96;-65.57;-43.12
1552.160;-5.94;-66.17;-65.96;-65.57;-43.19
1552.170;-5.95;-66.15;-65.94;-65.55;-43.10
1552.180;-5.95;-66.16;-65.95;-65.56;-43.06
1552.190;-5.95;-66.16;-65.95;-65.56;-43.10
1552.200;-5.95;-66.15;-65.94;-65.55;-43.04
1552.210;-5.94;-66.17;-65.95;-65.56;-42.99
1552.220;-5.95;-66.15;-65.94;-65.55;-43.07
1552.230;-5.95;-66.15;-65.94;-65.55;-43.07
1552.240;-5.94;-66.17;-65.96;-65.57;-43.05
1552.250;-5.95;-66.16;-65.95;-65.56;-42.95
1552.260;-5.95;-66.15;-65.94;-65.55;-42.90
1552.270;-5.95;-66.15;-65.94;-65.55;-42.81
1552.280;-5.92;-66.18;-65.97;-65.58;-42.79
1552.290;-5.95;-66.15;-65.94;-65.55;-42.79
1552.300;-5.95;-66.15;-65.94;-65.55;-42.79
1552.310;-5.95;-66.16;-65.95;-65.56;-42.83
1552.320;-5.95;-66.15;-65.94;-65.55;-42.78
1552.330;-5.94;-66.16;-65.95;-65.56;-42.69
1552.340;-5.95;-66.15;-65.94;-65.55;-42.67
1552.350;-5.97;-66.13;-65.92;-65.53;-42.78
1552.360;-5.95;-66.15;-65.94;-65.55;-42.57
1552.370;-5.95;-66.15;-65.94;-65.56;-42.60
1552.380;-5.95;-66.15;-65.94;-65.55;-42.67
1552.390;-5.95;-66.14;-65.94;-65.55;-42.71
1552.400;-5.95;-66.14;-65.94;-65.55;-42.64
1552.410;-5.97;-66.13;-65.92;-65.53;-42.59
1552.420;-5.95;-66.14;-65.94;-65.55;-42.69
1552.430;-5.95;-66.14;-65.94;-65.55;-42.67
1552.440;-5.95;-66.14;-65.94;-65.55;-42.62
1552.450;-5.95;-66.14;-65.94;-65.55;-42.57
1552.460;-5.95;-66.14;-65.94;-65.55;-42.59
1552.470;-5.95;-66.14;-65.94;-65.55;-42.66
1552.480;-5.95;-66.14;-65.94;-65.55;-42.62
1552.490;-5.95;-66.14;-65.93;-65.55;-42.54
1552.500;-5.95;-66.14;-65.93;-65.55;-42.61
1552.510;-5.95;-66.14;-65.93;-65.55;-42.64
1552.520;-5.97;-66.13;-65.92;-65.53;-42.62
1552.530;-5.95;-66.14;-65.93;-65.55;-42.42
1552.540;-5.95;-66.14;-65.93;-65.55;-42.56
1552.550;-5.95;-66.14;-65.93;-65.55;-42.52
1552.560;-5.95;-66.14;-65.93;-65.55;-42.44
1552.570;-5.95;-66.14;-65.93;-65.55;-42.60
1552.580;-5.95;-66.14;-65.93;-65.55;-42.54
1552.590;-5.95;-66.14;-65.93;-65.55;-42.63
1552.600;-5.95;-66.14;-65.93;-65.55;-42.58
1552.610;-5.96;-66.13;-65.92;-65.54;-42.49
1552.620;-5.96;-66.14;-65.93;-65.55;-42.54
1552.630;-5.95;-66.14;-65.93;-65.55;-42.40
1552.640;-5.95;-66.14;-65.93;-65.55;-42.66
1552.650;-5.95;-66.14;-65.93;-65.55;-42.49
1552.660;-5.95;-66.14;-65.93;-65.55;-42.43
1552.670;-5.96;-66.13;-65.92;-65.54;-42.47
1552.680;-5.96;-66.14;-65.93;-65.55;-42.43
1552.690;-5.95;-66.14;-65.93;-65.55;-42.47
1552.700;-5.95;-66.14;-65.93;-65.55;-42.48
1552.710;-5.97;-66.13;-65.92;-65.54;-42.44
1552.720;-5.96;-66.14;-65.93;-65.55;-42.48
1552.730;-5.96;-66.13;-65.92;-65.54;-42.49
1552.740;-5.95;-66.14;-65.93;-65.55;-42.49
1552.750;-5.95;-66.14;-65.93;-65.55;-42.55
1552.760;-5.97;-66.12;-65.91;-65.54;-42.60
1552.770;-5.95;-66.14;-65.93;-65.55;-42.52
1552.780;-5.95;-66.14;-65.93;-65.55;-42.43
1552.790;-5.95;-66.14;-65.93;-65.55;-42.53
1552.800;-5.95;-66.14;-65.93;-65.55;-42.62
1552.810;-5.95;-66.14;-65.93;-65.55;-42.64
1552.820;-5.95;-66.14;-65.93;-65.55;-42.62
1552.830;-5.95;-66.14;-65.93;-65.55;-42.53
1552.840;-5.95;-66.14;-65.93;-65.55;-42.65
1552.850;-5.95;-66.14;-65.93;-65.56;-42.58
1552.860;-5.94;-66.15;-65.94;-65.57;-42.58
1552.870;-5.95;-66.14;-65.93;-65.56;-42.55
1552.880;-5.99;-66.10;-65.89;-65.52;-42.77
1552.890;-5.98;-66.12;-65.91;-65.53;-42.55
1552.900;-5.98;-66.11;-65.90;-65.53;-42.61
1552.910;-5.97;-66.12;-65.91;-65.54;-42.58
1552.920;-5.96;-66.13;-65.92;-65.55;-42.61
1552.930;-5.97;-66.13;-65.91;-65.54;-42.54
1552.940;-5.97;-66.12;-65.91;-65.54;-42.83
1552.950;-5.97;-66.12;-65.91;-65.54;-42.59
