OWNER;POINTNAME;FLD_DEV;3_KKS;DESC;ACTIVE;INACTIVE;SIG_TYPE;SIG_LEVEL;PWR_SRC;LOCATION;IO_GROUP;DEV_PARTITION;DEVICE_LO;DEVICE_HI;DEVICE_UNITS;DISPLAY_LO;DISPLAY_HI;DISPLAY_UNITS;PRECISION;SOE;HIST;PID;LOGIC;HMI_SCREEN;MOD;REV;REV_COMMENT;REV_DATE;REMARKS;Typo;DESCRIPCIÓN;DESCRIPCIÓN ALTERNATIVA;
        PS;B0GAA20AA302YB02;B0GAA20AA302;YB02;Raw Wtr Pmps Fltr 2 Disch MOV Cl Cmd                                        ;;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302ZB17;B0GAA20AA302;ZB17;Raw Wtr Pmps Fltr 2 Disch MOV Protection                                    Close;Prot Close Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302ZB19;B0GAA20AA302;ZB19;Raw Wtr Pmps Fltr 2 Disch MOV Protection                                    Open;Prot Open Pulse Man;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302ZB45;B0GAA20AA302;ZB45;Raw Wtr Pmps Fltr 2 Disch MOV Release                                       Open;Release Open;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302ZB46;B0GAA20AA302;ZB46;Raw Wtr Pmps Fltr 2 Disch MOV Release                                       Close;Release Close;;_empty_;DC_24V;          ;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302ZB50;B0GAA20AA302;ZB50;Raw Wtr Pmps Fltr 2 Disch MOV Drive                                         Ready;Drive Ready;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
        PS;B0GAA20AA302ZB51;B0GAA20AA302;ZB51;Raw Wtr Pmps Fltr 2 Disch MOV Drive Ready                                    & Auto;Drive Ready & Auto;;_empty_;DC_24V;          ;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmps Fltr 2 Disch MOV;;
       ACC;B0GAA20CL001XQ01;B0GAA20CL001;XQ01;Waste Container Lvl xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Waste Container Lvl 1;;
       ACC;B0GAA20CP001XQ01;B0GAA20CP001;XQ01;Raw Wtr Pmps Disch Press xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Wtr Pmps Disch Press;;
        PS;B0GAA20CP002XQ01;B0GAA20CP002;XQ01;Raw Wtr Pmps Disch Fltr DP 1 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Wtr Pmps Disch Fltr DP 1;;
        PS;B0GAA20CP003XQ01;B0GAA20CP003;XQ01;Raw Wtr Pmps Disch Fltr DP 2 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Wtr Pmps Disch Fltr DP 2;;
       ACC;B0GAA30CL001XQ01;B0GAA30CL001;XQ01;Waste Collection Canal Lvl xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Waste Collection Canal Lvl;;
          ;B0GAF10EA002ZQ01;B0GAF10EA002;ZQ01;Raw Water Pmps Sel No. of Pmps                                   Ready & Auto;No. of pmps Ready & Auto;;_empty_;;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Water Pmps Sel;;
          ;B0GAF10EA002ZQ02;B0GAF10EA002;ZQ02;Raw Water Pmps Sel No. of Pmps                                   Running;No. of pmps Running;;_empty_;;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;NPE7-EAI-41XX-XXX-PP-XA-007618;NPE7-EAI-41XX-XXX-IM-XA-007614;;1;;;;;Raw Water Pmps Sel;;
        PS;B0GAF11AP001XB01;B0GAF11AP001;XB01;Raw Wtr Pmp 1                                               Running;;;DI;DC_24V;         S;      comm;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF11AP001XB03;B0GAF11AP001;XB03;Raw Wtr Pmp 1 Ready                                         ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF11AP001XB04;B0GAF11AP001;XB04;Raw Wtr Pmp 1 Test Pos                                      ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF11AP001XB22;B0GAF11AP001;XB22;Raw Wtr Pmp 1 Remote                                        ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF11AP001XB25;B0GAF11AP001;XB25;Raw Wtr Pmp 1 MCC                                           Fault;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF11AP001XN01;B0GAF11AP001;XN01;Raw Wtr Pmp 1 n General                                       Warning;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF11AP001XQ11;B0GAF11AP001;XQ11;Raw Wtr Pmp 1 Motor                                         Current;;;AI;4_20mA;         S;      comm;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF11AP001YB01;B0GAF11AP001;YB01;Raw Wtr Pmp 1 Start cmd                                     ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF11AP001YB02;B0GAF11AP001;YB02;Raw Wtr Pmp 1 Stop cmd                                      ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF11AP001YB09;B0GAF11AP001;YB09;Raw Wtr Pmp 1 Remote Reset                                  ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 1;;
        PS;B0GAF12AP001XB01;B0GAF12AP001;XB01;Raw Wtr Pmp 2                                               Running;;;DI;DC_24V;         S;      comm;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF12AP001XB03;B0GAF12AP001;XB03;Raw Wtr Pmp 2 Ready                                         ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF12AP001XB04;B0GAF12AP001;XB04;Raw Wtr Pmp 2 Test Pos                                      ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF12AP001XB22;B0GAF12AP001;XB22;Raw Wtr Pmp 2 Remote                                        ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF12AP001XB25;B0GAF12AP001;XB25;Raw Wtr Pmp 2 MCC                                           Fault;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF12AP001XN01;B0GAF12AP001;XN01;Raw Wtr Pmp 2 n General                                       Warning;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF12AP001XQ11;B0GAF12AP001;XQ11;Raw Wtr Pmp 2 Motor                                         Current;;;AI;4_20mA;         S;      comm;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF12AP001YB01;B0GAF12AP001;YB01;Raw Wtr Pmp 2 Start cmd                                     ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF12AP001YB02;B0GAF12AP001;YB02;Raw Wtr Pmp 2 Stop cmd                                      ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF12AP001YB09;B0GAF12AP001;YB09;Raw Wtr Pmp 2 Remote Reset                                  ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 2;;
        PS;B0GAF13AP001XB01;B0GAF13AP001;XB01;Raw Wtr Pmp 3                                               Running;;;DI;DC_24V;         S;      comm;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
        PS;B0GAF13AP001XB03;B0GAF13AP001;XB03;Raw Wtr Pmp 3 Ready                                         ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
        PS;B0GAF13AP001XB04;B0GAF13AP001;XB04;Raw Wtr Pmp 3 Test Pos                                      ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
        PS;B0GAF13AP001XB22;B0GAF13AP001;XB22;Raw Wtr Pmp 3 Remote                                        ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
        PS;B0GAF13AP001XB25;B0GAF13AP001;XB25;Raw Wtr Pmp 3 MCC                                           Fault;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
        PS;B0GAF13AP001XN01;B0GAF13AP001;XN01;Raw Wtr Pmp 3 n General                                       Warning;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
        PS;B0GAF13AP001XQ11;B0GAF13AP001;XQ11;Raw Wtr Pmp 3 Motor                                         Current;;;AI;4_20mA;         S;      comm;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
        PS;B0GAF13AP001YB01;B0GAF13AP001;YB01;Raw Wtr Pmp 3 Start cmd                                     ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
        PS;B0GAF13AP001YB02;B0GAF13AP001;YB02;Raw Wtr Pmp 3 Stop cmd                                      ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
        PS;B0GAF13AP001YB09;B0GAF13AP001;YB09;Raw Wtr Pmp 3 Remote Reset                                  ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000013;;;;1;;;;;Raw Wtr Pmp 3;;
Clinical Waste Supplier;B0GA_10GH001XB31;B0GA_10GH001;XB31;Clinical Waste Interface No General                                    Alarm;No General Alarm;General Alarm;DI;DC_24V;         S;          ;;;;;;;;;;;          ;;NPE7-EAI-41XX-XXX-PP-XA-007645;NPE7-EAI-41XX-XXX-IM-XA-007645;;1;;;;;Clinical Waste Interface;;
Clinical Waste Supplier;B0GA_10GH001XB33;B0GA_10GH001;XB33;Clinical Waste Interface PLC                                           n Fail;PLC n fail;PLC fail;DI;DC_24V;         S;          ;;;;;;;;;;;          ;;NPE7-EAI-41XX-XXX-PP-XA-007645;NPE7-EAI-41XX-XXX-IM-XA-007645;;1;;;;;Clinical Waste Interface;;
          ;B0GHC00EA002ZQ01;B0GHC00EA002;ZQ01;Demi Water Pmps Sel No. of Pmps                                   Ready & Auto;No. of pmps Ready & Auto;;AO;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmps Sel;;
          ;B0GHC00EA002ZQ02;B0GHC00EA002;ZQ02;Demi Water Pmps Sel No. of Pmps                                   Running;No. of pmps Running;;AO;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmps Sel;;
       ACC;B0GHC02AA301XB01;B0GHC02AA301;XB01;Demi Wtr Tnk 1 Mkup Vlv Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk 1 Mkup Vlv;;
       ACC;B0GHC02AA301XB02;B0GHC02AA301;XB02;Demi Wtr Tnk 1 Mkup Vlv Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk 1 Mkup Vlv;;
       ACC;B0GHC02AA301YB02;B0GHC02AA301;YB02;Demi Wtr Tnk 1 Mkup Vlv Cl Cmd                                        ;Cl Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk 1 Mkup Vlv;;
       ACC;B0GHC03AA301XB01;B0GHC03AA301;XB01;Demi Wtr Tnk 2 Mkup Vlv Actuator                                      Pos Open;Actuator Pos Open;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk 2 Mkup Vlv;;
       ACC;B0GHC03AA301XB02;B0GHC03AA301;XB02;Demi Wtr Tnk 2 Mkup Vlv Actuator                                      Pos Close;Actuator Pos Close;;DI;DC_24V;         S;          ;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk 2 Mkup Vlv;;
       ACC;B0GHC03AA301YB02;B0GHC03AA301;YB02;Demi Wtr Tnk 2 Mkup Vlv Cl Cmd                                        ;Cl Cmd;;plc_bo_output;DC_24V;         S;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk 2 Mkup Vlv;;
          ;B0GHC10CL001AXQ01;B0GHC10CL001;XQ01;Demi Wtr Tnk1 Lvl 1 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk1 Lvl 1;;
          ;B0GHC10CL001BXQ01;B0GHC10CL002;XQ01;Demi Wtr Tnk1 Lvl 2 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk1 Lvl 2;;
          ;B0GHC15CL001AXQ01;B0GHC15CL001;XQ01;Demi Wtr Tnk2 Lvl 1 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk2 Lvl 1;;
          ;B0GHC15CL001BXQ01;B0GHC15CL002;XQ01;Demi Wtr Tnk2 Lvl 2 xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Tnk2 Lvl 2;;
        PS;B0GHC16AP001XB01;B0GHC16AP001;XB01;Demi Water Pmp 1                                               Running;;;DI;DC_24V;         S;      comm;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
        PS;B0GHC16AP001XB03;B0GHC16AP001;XB03;Demi Water Pmp 1 Ready                                         ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
        PS;B0GHC16AP001XB04;B0GHC16AP001;XB04;Demi Water Pmp 1 Test Pos                                      ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
        PS;B0GHC16AP001XB22;B0GHC16AP001;XB22;Demi Water Pmp 1 Remote                                        ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
        PS;B0GHC16AP001XB25;B0GHC16AP001;XB25;Demi Water Pmp 1 MCC                                           Fault;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
        PS;B0GHC16AP001XN01;B0GHC16AP001;XN01;Demi Water Pmp 1 n General                                       Warning;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
        PS;B0GHC16AP001XQ11;B0GHC16AP001;XQ11;Demi Water Pmp 1 Motor                                         Current;;;AI;4_20mA;         S;      comm;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
        PS;B0GHC16AP001YB01;B0GHC16AP001;YB01;Demi Water Pmp 1 Start cmd                                     ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
        PS;B0GHC16AP001YB02;B0GHC16AP001;YB02;Demi Water Pmp 1 Stop cmd                                      ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
        PS;B0GHC16AP001YB09;B0GHC16AP001;YB09;Demi Water Pmp 1 Remote Reset                                  ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 1;;
          ;B0GHC16CP001XQ01;B0GHC16CP001;XQ01;Demi Wtr Pmp1 Suct Fltr DP xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Pmp1 Suct Fltr DP;;
        PS;B0GHC17AP001XB01;B0GHC17AP001;XB01;Demi Water Pmp 2                                               Running;;;DI;DC_24V;         S;      comm;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
        PS;B0GHC17AP001XB03;B0GHC17AP001;XB03;Demi Water Pmp 2 Ready                                         ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
        PS;B0GHC17AP001XB04;B0GHC17AP001;XB04;Demi Water Pmp 2 Test Pos                                      ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
        PS;B0GHC17AP001XB22;B0GHC17AP001;XB22;Demi Water Pmp 2 Remote                                        ;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
        PS;B0GHC17AP001XB25;B0GHC17AP001;XB25;Demi Water Pmp 2 MCC                                           Fault;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
        PS;B0GHC17AP001XN01;B0GHC17AP001;XN01;Demi Water Pmp 2 n General                                       Warning;;;DI;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
        PS;B0GHC17AP001XQ11;B0GHC17AP001;XQ11;Demi Water Pmp 2 Motor                                         Current;;;AI;4_20mA;         S;      comm;;;;;;;;;;;       Yes;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
        PS;B0GHC17AP001YB01;B0GHC17AP001;YB01;Demi Water Pmp 2 Start cmd                                     ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
        PS;B0GHC17AP001YB02;B0GHC17AP001;YB02;Demi Water Pmp 2 Stop cmd                                      ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
        PS;B0GHC17AP001YB09;B0GHC17AP001;YB09;Demi Water Pmp 2 Remote Reset                                  ;;;plc_bo_output;DC_24V;         S;      comm;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 2;;
          ;B0GHC17CP001XQ01;B0GHC17CP001;XQ01;Demi Wtr Pmp2 Suct Fltr DP xtmr                                          ;xmtr;;AI;4_20mA;;;;;;;;;;;;;;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Wtr Pmp2 Suct Fltr DP;;
        PS;B0GHC18AP001XB01;B0GHC18AP001;XB01;Demi Water Pmp 3                                               Running;;;DI;DC_24V;         S;      comm;;;;;;;;;;;        Sí;NPE7-EAI-41XX-XXX-PD-XA-000018;NPE7-EAI-41XX-XXX-PP-XA-007612;NPE7-EAI-41XX-XXX-IM-XA-007164;;1;;;;;Demi Water Pmp 3;;
